,Age,Name,Yomi,StateData,RecommendData,Kubun,VotesCount,BtnParty,CountData,PositionData,CareerData,Bg1,Bg2,Bg3,Bg4,Bg5,Bg6,Bg7,Bg8,Bg9,Bg10,Bg11,Bg12,Bg13,Bg14,Bg15
224,34,井野　俊郎,いの　としろう,前,［公］,群馬２区,84530,自民党,2,弁護士,弁護士▽党青年局次長・農林副部会長・法務副部会長［歴］伊勢崎市議▽明大,無回答,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,1. 必要だ,1. 賛成,1. 賛成
225,42,石関　貴史,いしぜき　たかし,前,,群馬２区,53038,維新の党,4,［元］県議,［元］県議▽党国対委員長代理・財務委員長［歴］決算行政監視委員長▽早大,1. 賛成,1. 賛成,1. 評価する,2. 導入すべきでない,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,2. 引き受けたくない,1. 必要だ,1. 賛成,1. 賛成
226,68,藤掛　順恒,ふじかけ　よしゆき,新,,群馬２区,20068,共産党,0,党県委員,党県委員・東毛地区副委員長・２区国政対策責任者▽桐生工高,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
227,48,笹川　博義,ささがわ　ひろよし,前,［公］,群馬３区,83837,自民党,2,［元］県議,［元］県議▽党農林副部会長・環境副部会長［歴］衆院議員秘書▽明大中退,1. 賛成,非該当,1. 評価する,非該当,1. 評価する,非該当,無回答,非該当,非該当,1. 見直すべきだ,無回答,非該当,1. 必要だ,非該当,無回答
228,62,長谷川嘉一,はせがわ　かいち,新,,群馬３区,49494,民主党,0,［元］県議,［元］県議▽歯科医師▽医療法人理事長［歴］太田市議▽日本歯大,2. 反対,2. 反対,無回答,無回答,2. 評価しない,無回答,2. 必要でない,無回答,無回答,無回答,1. 賛成,無回答,無回答,無回答,2. 反対
229,55,渋沢　哲男,しぶさわ　てつお,新,,群馬３区,15972,共産党,0,党地区委員長,党東毛地区委員長・県常任委員・３区国政対策責任者［歴］生協職員▽専大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
230,47,福田　達夫,ふくだ　たつお,前,［公］,群馬４区,102153,自民党,2,党国際局次長,党中小企業小規模事業者政策調査会事務局次長・国際局次長▽慶大,1. 賛成,1. 賛成,1. 評価する,無回答,1. 評価する,無回答,1. 必要だ,無回答,2. 見直すべきでない,2. 見直すべきでない,2. 反対,無回答,1. 必要だ,2. 反対,1. 賛成
231,65,萩原　貞夫,はぎわら　さだお,新,,群馬４区,41148,共産党,0,［元］中学校教諭,［元］中学校教諭▽党西毛地区常任委員・４区国政対策責任者▽群馬大,2. 反対,2. 反対,無回答,1. 導入すべきだ,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,無回答,無回答,2. 必要でない,2. 反対,2. 反対
232,41,小渕　優子,おぶち　ゆうこ,前,［公］,群馬５区,114458,自民党,6,［元］経産相,［元］経産相▽党５区支部長［歴］少子化担当相▽党幹事長代理▽成城大,1. 賛成,1. 賛成,1. 評価する,無回答,1. 評価する,無回答,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,2. 反対,無回答,1. 必要だ,1. 賛成,1. 賛成
233,63,小林　人志,こばやし　ひとし,新,,群馬５区,23590,社民党,0,党県代表,党県代表▽県平和運動センター代表委員［歴］太田市議▽太田高,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
234,46,糸井　　洋,いとい　ひろし,新,,群馬５区,23121,共産党,0,党地区委員長,党西毛地区委員長・５区国政対策責任者▽日本福祉大,2. 反対,2. 反対,無回答,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
235,34,村井　英樹,むらい　ひでき,前,［公］,埼玉１区,105760,自民党,2,［元］財務省職員,［元］財務省参事官補佐［歴］農水省畜産部係長▽ハーバード大院,非該当,非該当,1. 評価する,非該当,1. 評価する,非該当,非該当,非該当,非該当,非該当,非該当,非該当,非該当,1. 賛成,非該当
236,53,武正　公一,たけまさ　こういち,前,,埼玉１区,82857,民主党,6,［元］副財務相,［元］副財務相［歴］松下政経塾生▽県議▽副外相▽党県代表▽総務委員長▽慶大,無回答,無回答,無回答,無回答,2. 評価しない,無回答,無回答,2. 参拝すべきでない,2. 見直すべきでない,無回答,1. 賛成,無回答,無回答,無回答,2. 反対
237,40,松村　敏夫,まつむら　としお,新,,埼玉１区,28259,共産党,0,党地区委員,党地区常任委員・県委員［歴］党県常任委員▽埼玉大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,非該当,非該当,2. 必要でない,2. 反対,2. 反対
238,29,松本　　翔,まつもと　しょう,新,,埼玉１区,8492,社民党,0,農業,農業▽党県青年対策副部長［歴］農産物加工品直売所職員▽慶大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
239,56,新藤　義孝,しんどう　よしたか,前,［公］,埼玉２区,128938,自民党,6,［元］総務相,［元］総務相▽党県会長［歴］決算行政監視委員長▽副経産相▽明大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,1. 問題ない,無回答,無回答,1. 賛成,無回答,1. 必要だ,1. 賛成,1. 賛成
240,46,奥田　智子,おくだ　ともこ,新,,埼玉２区,70074,共産党,0,［元］県議,［元］県議▽党県南部地区委員［歴］人材派遣会社員▽鳩ケ谷市議▽東京家政大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
241,44,黄川田仁志,きかわだ　ひとし,前,［公］,埼玉３区,107986,自民党,2,［元］大学講師,［元］大学講師［歴］会社員▽松下政経塾生▽財団研究員▽阪大院,1. 賛成,1. 賛成,1. 評価する,非該当,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,非該当,1. 必要だ,1. 賛成,2. 反対
242,71,細川　律夫,ほそかわ　りつお,元,,埼玉３区,75715,民主党,7,［元］厚労相,［元］厚労相▽弁護士［歴］党県代表・党代議士会長▽副厚労相▽明大,2. 反対,2. 反対,1. 評価する,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,無回答,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
243,40,宮川　雅之,みやがわ　まさゆき,新,,埼玉３区,33858,共産党,0,党地区委員,党地区常任委員［歴］バイク販売会社員▽越谷市議▽東京科学芸術専門学校,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,2. 必要でない,2. 反対,2. 反対
244,40,豊田真由子,とよた　まゆこ,前,［公］,埼玉４区,88730,自民党,2,［元］厚労省職員,［元］厚労省課長補佐［歴］ジュネーブ国際機関政府代表部勤務▽ハーバード大院,無回答,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,無回答,1. 必要だ,1. 問題ない,無回答,無回答,無回答,無回答,1. 必要だ,1. 賛成,無回答
245,53,神風　英男,じんぷう　ひでお,元,,埼玉４区,62062,民主党,3,［元］防衛政務官,［元］防衛政務官［歴］松下政経塾生▽衆院議員政策秘書▽安保委員長▽法大,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,2. 評価しない,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,1. 必要だ,2. 参拝すべきでない,2. 見直すべきでない,1. 見直すべきだ,1. 賛成,1. 引き受けてもいい,1. 必要だ,2. 反対,1. 賛成
246,58,桜井　晴子,さくらい　はるこ,新,,埼玉４区,33646,共産党,0,［元］志木市議,［元］志木市議▽党県委員・地区常任委員［歴］障害児施設職員▽東京純心女短大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
247,50,枝野　幸男,えだの　ゆきお,前,,埼玉５区,90030,民主党,8,［元］経産相,［元］経産相▽党幹事長▽弁護士［歴］行政刷新担当相▽官房長官▽東北大,非該当,2. 反対,非該当,非該当,2. 評価しない,非該当,2. 必要でない,非該当,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,2. 引き受けたくない,非該当,非該当,2. 反対
248,43,牧原　秀樹,まきはら　ひでき,前,［公］,埼玉５区,86636,自民党,3,弁護士,国際弁護士［歴］経産省職員▽東北大客員教授▽米ジョージタウン大院,非該当,非該当,1. 評価する,1. 導入すべきだ,1. 評価する,2. 負担増は耐えられないので給付水準が下がるのはやむをえない,非該当,非該当,2. 見直すべきでない,2. 見直すべきでない,非該当,非該当,1. 必要だ,1. 賛成,1. 賛成
249,62,山本　悠子,やまもと　ゆうこ,新,,埼玉５区,18654,共産党,0,党職員,党５区くらし教育相談室長［歴］小学校教諭▽早大,2. 反対,2. 反対,2. 評価しない,非該当,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,2. 反対,2. 反対
250,57,大島　　敦,おおしま　あつし,前,,埼玉６区,103918,民主党,6,［元］副総務相,［元］副総務相［歴］日本鋼管社員▽ソニー生命保険社員▽副内閣相▽早大,2. 反対,2. 反対,2. 評価しない,1. 導入すべきだ,2. 評価しない,1. 国民の負担を増やしても給付を維持すべきだ,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,非該当,2. 必要でない,非該当,2. 反対
251,45,中根　一幸,なかね　かずゆき,前,［公］,埼玉６区,94303,自民党,3,外務政務官,外務政務官［歴］鴻巣市議▽衆院議員秘書▽専大外部講師▽専大院,1. 賛成,1. 賛成,1. 評価する,1. 導入すべきだ,1. 評価する,1. 国民の負担を増やしても給付を維持すべきだ,1. 必要だ,1. 問題ない,1. 見直すべきだ,1. 見直すべきだ,1. 賛成,無回答,1. 必要だ,1. 賛成,1. 賛成
252,64,戸口　佐一,とぐち　さいち,新,,埼玉６区,26825,共産党,0,党地区委員,党県中部地区常任委員［歴］機械製造会社員▽給食施設職員▽玉川工高,2. 反対,2. 反対,2. 評価しない,無回答,2. 評価しない,無回答,2. 必要でない,2. 参拝すべきでない,2. 見直すべきでない,2. 見直すべきでない,1. 賛成,無回答,2. 必要でない,2. 反対,2. 反対
253,60,神山　佐市,かみやま　さいち,前,［公］,埼玉７区,89089,自民党,2,［元］県議,［元］県議▽レジャー施設会長［歴］富士見市商店会連合会長▽高千穂商大,非該当,非該当,1. 評価する,1. 導入すべきだ,1. 評価する,非該当,1. 必要だ,非該当,1. 見直すべきだ,1. 見直すべきだ,非該当,非該当,非該当,非該当,非該当
254,49,小宮山泰子,こみやま　やすこ,前,［生］,埼玉７区,73513,民主党,5,［元］県議,［元］県議［歴］会社員▽農水委員長▽生活の党国対委員長▽日大院,非該当,非該当,非該当,非該当,2. 評価しない,非該当,2. 必要でない,2. 参拝すべきでない,非該当,非該当,1. 賛成,非該当,非該当,非該当,非該当
